,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes,total_electors,margin,margin_difference
3763,Maharashtra,Raigad,Tatkare Sunil Dattatray,MALE,64.0,GENERAL,NCP,484563,2405,486968,1652965,0,
6938,West Bengal,Raiganj,DEBASREE CHAUDHURI,FEMALE,48.0,GENERAL,BJP,509862,1790,511652,1601220,0,
92,Andhra Pradesh,Rajahmundry,MARGANI BHARAT,MALE,36.0,GENERAL,YSRCP,578471,3553,582024,1534256,0,484425.0
325,Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,MALE,42.0,GENERAL,YSRCP,695277,6934,702211,1546938,0,301527.0
1362,Gujarat,Rajkot,KUNDARIA MOHANBHAI KALYANJIBHAI,MALE,67.0,GENERAL,BJP,755296,3349,758645,1884339,0,
7573,Jharkhand,Rajmahal,VIJAY KUMAR HANSDAK,MALE,36.0,ST,JMM,506589,1241,507830,1454436,0,
4861,Rajasthan,Rajsamand,Diya Kumari,FEMALE,48.0,GENERAL,BJP,858690,4349,863039,1912911,0,
5673,Tamil Nadu,Ramanathapuram,K. NAVASKANI,MALE,39.0,GENERAL,IUML,467585,2358,469943,1559740,0,
5900,Uttar Pradesh,Rampur,Mohammad Azam Khan,MALE,64.0,GENERAL,SP,559018,159,559177,1679506,0,
3316,Maharashtra,Ramtek ,Krupal Balaji Tumane,MALE,53.0,SC,SHS,594827,2299,597126,1922764,0,
7041,West Bengal,Ranaghat,JAGANNATH SARKAR,MALE,56.0,SC,BJP,779767,3486,783253,1762252,0,
7695,Jharkhand,Ranchi,SANJAY SETH,MALE,60.0,GENERAL,BJP,703983,2527,706510,1915959,0,
4051,Maharashtra,Ratnagiri - sindhudurg,Vinayak Raut,MALE,65.0,GENERAL,SHS,456013,2009,458022,1455577,0,
3238,Maharashtra,Raver,Khadse Raksha Nikhil,FEMALE,31.0,GENERAL,BJP,652212,3174,655386,1775051,0,
6879,Uttar Pradesh,Robertsganj,PAKAURI LAL KOL,MALE,66.0,SC,ADAL,447691,223,447914,1723538,0,
1733,Haryana,Rohtak,ARVIND KUMAR SHARMA,MALE,56.0,GENERAL,BJP,566242,7603,573845,1737133,0,
2794,Madhya Pradesh,SAGAR,RAJBAHADUR SINGH,MALE,51.0,GENERAL,BJP,645338,893,646231,1583129,0,
7395,Chhattisgarh,SARGUJA,Renuka Singh Saruta,FEMALE,55.0,ST,BJP,662428,1283,663711,1655239,0,
2853,Madhya Pradesh,SATNA,GANESH SINGH,MALE,56.0,GENERAL,BJP,587410,1343,588753,1575064,0,
2928,Madhya Pradesh,SHAHDOL,HIMADRI SINGH,FEMALE,32.0,ST,BJP,746122,1855,747977,1656474,0,
2900,Madhya Pradesh,SIDHI,Riti Pathak,FEMALE,41.0,GENERAL,BJP,697212,1130,698342,1845547,0,
8543,NCT OF Delhi,SOUTH DELHI                   ,RAMESH BIDHURI,MALE,57.0,GENERAL,BJP,685789,1225,687014,2067463,0,
1250,Gujarat,Sabarkantha,RATHOD DIPSINH SHANKARSINH,MALE,67.0,GENERAL,BJP,696497,5486,701983,1801717,0,
5827,Uttar Pradesh,Saharanpur,HAJI FAZLUR REHMAN,MALE,67.0,GENERAL,BSP,513268,871,514139,1739082,0,
5226,Tamil Nadu,Salem,PARTHIBAN.S.R,MALE,49.0,GENERAL,DMK,602453,3849,606302,1612512,0,
6730,Uttar Pradesh,Salempur,RAVINDER,MALE,55.0,GENERAL,BJP,464629,3311,467940,1667282,0,
877,Bihar,Samastipur (SC),Ramchandra Paswan,MALE,58.0,SC,LJP,561460,983,562443,1679030,0,
4157,Odisha,Sambalpur,NITESH GANGA DEB,MALE,47.0,GENERAL,BJP,471382,2388,473770,1468530,0,
5913,Uttar Pradesh,Sambhal,DR. SHAFIQUR REHMAN BARQ,MALE,86.0,GENERAL,SP,657505,501,658006,1828764,0,
4027,Maharashtra,Sangli,Sanjaykaka Patil,MALE,54.0,GENERAL,BJP,503615,5380,508995,1809109,0,
4576,Punjab,Sangrur,BHAGWANT MANN,MALE,45.0,GENERAL,AAAP,412201,1360,413561,1529431,0,
6615,Uttar Pradesh,Sant Kabir Nagar,PRAVEEN KUMAR NISHAD,MALE,30.0,ST,BJP,466167,1376,467543,1962903,0,
832,Bihar,Saran,Rajiv Pratap Rudy,MALE,58.0,GENERAL,BJP,496992,2994,499986,1667253,0,
1079,Bihar,Sasaram (SC),CHHEDI PASWAN,MALE,63.0,SC,BJP,492364,2436,494800,1787878,0,
4040,Maharashtra,Satara,SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE,MALE,53.0,GENERAL,NCP,576078,2948,579026,1848489,0,
8140,Telangana,Secundrabad,G . KISHAN REDDY,MALE,58.0,GENERAL,BJP,384248,532,384780,1968276,0,
6154,Uttar Pradesh,Shahjahanpur,Arun Kumar Sagar,MALE,42.0,SC,BJP,686352,2638,688990,2114201,0,
565,Bihar,Sheohar,RAMA DEVI,FEMALE,69.0,GENERAL,BJP,606581,2097,608678,1686215,0,
4119,Meghalaya,Shillong,VINCENT H. PALA,MALE,51.0,ST,INC,419212,477,419689,1197806,0,
1871,Himachal Pradesh,Shimla,SURESH KUMAR KASHYAP,MALE,48.0,SC,BJP,601305,4877,606182,1259085,0,
2201,Karnataka,Shimoga,B.Y.RAGHAVENDRA.,MALE,46.0,GENERAL,BJP,728902,970,729872,1676668,0,
3898,Maharashtra,Shirdi,SADASHIV KISAN LOKHANDE,MALE,56.0,SC,SHS,483449,3371,486820,1587079,0,
3853,Maharashtra,Shirur,Dr. Amol Ramsing Kolhe,MALE,38.0,GENERAL,NCP,634554,1276,635830,2175529,0,
6568,Uttar Pradesh,Shrawasti,RAM SHIROMANI,MALE,49.0,GENERAL,BSP,441505,266,441771,1914739,0,
4675,Rajasthan,Sikar,Sumedhanand Saraswati,MALE,67.0,GENERAL,BJP,761332,10772,772104,2041612,0,
4902,Sikkim,Sikkim,INDRA HANG SUBBA,MALE,30.0,GENERAL,SKM,161143,5779,166922,434128,0,
373,Assam,Silchar,RAJDEEP ROY,MALE,48.0,GENERAL,BJP,496235,3179,499414,1195720,0,0.0
7739,Jharkhand,Singhbhum,GEETA KORA,FEMALE,35.0,ST,INC,431545,270,431815,1269917,0,
1641,Haryana,Sirsa,Sunita Duggal,FEMALE,51.0,SC,BJP,712877,1474,714351,1803349,0,
585,Bihar,Sitamarhi,Sunil Kumar Pintu,MALE,58.0,GENERAL,JD(U),565533,2212,567745,1752454,0,
6195,Uttar Pradesh,Sitapur,Rajesh Verma,MALE,58.0,GENERAL,BJP,513984,544,514528,1666126,0,
5555,Tamil Nadu,Sivaganga,KARTI P CHIDAMBARAM,MALE,47.0,GENERAL,INC,564002,2102,566104,1552019,0,
799,Bihar,Siwan,Kavita Singh,FEMALE,33.0,GENERAL,JD(U),447171,1302,448473,1799551,0,
3980,Maharashtra,Solapur ,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,MALE,63.0,SC,BJP,523352,1633,524985,1851654,0,
1704,Haryana,Sonipat,RAMESH CHANDER KAUSHIK,MALE,62.0,GENERAL,BJP,583988,3676,587664,1592611,0,
1190,Goa,South Goa,COSME FRANCISCO CAITANO SARDINHA,MALE,73.0,GENERAL,INC,201279,282,201561,579352,0,
7226,West Bengal,Srerampur,KALYAN BANERJEE,MALE,62.0,GENERAL,AITC,637231,476,637707,1785472,0,
11,Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,MALE,32.0,GENERAL,TDP,529213,5331,534544,1553860,0,443539.0
1889,Jammu & Kashmir,Srinagar,Farooq Abdullah,MALE,83.0,GENERAL,JKN,106596,154,106750,1294671,0,
5031,Tamil Nadu,Sriperumbudur,Baalu.T.R.,MALE,77.0,GENERAL,DMK,790750,2531,793281,2253448,0,
6316,Uttar Pradesh,Sultanpur,MANEKA SANJAI GANDHI,FEMALE,62.0,GENERAL,BJP,458281,915,459196,1775196,0,
4148,Odisha,Sundargarh ,Jual Oram,MALE,58.0,ST,BJP,498468,1588,500056,1531525,0,
641,Bihar,Supaul,Dileshwar Kamait,MALE,73.0,GENERAL,JD(U),596807,570,597377,1690620,0,
1545,Gujarat,Surat,Darshana Vikram Jardosh,FEMALE,58.0,GENERAL,BJP,794133,1518,795651,1655704,0,
1331,Gujarat,Surendranagar,Dr. MUNJAPARA MAHENDRABHAI,MALE,50.0,GENERAL,BJP,626957,4887,631844,1849429,0,
2804,Madhya Pradesh,TIKAMGARH,Dr Virendra Kumar,MALE,65.0,SC,BJP,670967,1281,672248,1647399,0,
4760,Rajasthan,TONK-SAWAI MADHOPUR,Sukhbir Singh Jaunapuria,MALE,61.0,GENERAL,BJP,641561,2758,644319,1945992,0,
7258,West Bengal,Tamluk,Adhikari Dibyendu,MALE,42.0,GENERAL,AITC,723641,792,724433,1694646,0,
7814,Uttarakhand,Tehri Garhwal,MALA RAJYA LAXMI SHAH,FEMALE,68.0,GENERAL,BJP,556120,9213,565333,1493543,0,
5733,Tamil Nadu,Tenkasi ,DHANUSH.M.KUMAR,MALE,44.0,SC,DMK,470346,5810,476156,1492317,0,
463,Assam,Tezpur,PALLAB LOCHAN DAS,MALE,41.0,GENERAL,BJP,681437,2729,684166,1499639,0,0.0
3617,Maharashtra,Thane,RAJAN BABURAO VICHARE,MALE,57.0,GENERAL,SHS,738618,2351,740969,2370903,0,
5542,Tamil Nadu,Thanjavur,"PALANIMANICKAM,S.S.",MALE,68.0,GENERAL,DMK,583621,5357,588978,1461052,0,
5612,Tamil Nadu,Theni ,"RAVEENDRANATH KUMAR, P",MALE,39.0,GENERAL,ADMK,503459,1354,504813,1561040,0,
4914,Tamil Nadu,Thiruvallur ,Dr.K.Jayakumar,MALE,69.0,SC,INC,764093,3199,767292,1946870,0,
2699,Kerala,Thiruvananthapuram,Dr. SHASHI THAROOR,MALE,63.0,GENERAL,INC,414057,2074,416131,1371427,0,
5694,Tamil Nadu,Thoothukkudi,KANIMOZHI KARUNANIDHI,FEMALE,51.0,GENERAL,DMK,560345,2798,563143,1427783,0,
2580,Kerala,Thrissur,T. N. PRATHAPAN,MALE,58.0,GENERAL,INC,414541,548,415089,1337110,0,
5418,Tamil Nadu,Tiruchirappalli,Thirunavukkarasar. SU,MALE,69.0,GENERAL,INC,615667,5618,621285,1508963,0,
5759,Tamil Nadu,Tirunelveli,GNANATHIRAVIAM S,MALE,54.0,GENERAL,DMK,517589,5404,522993,1547800,0,
315,Andhra Pradesh,Tirupati ,Balli Durga Prasad Rao,MALE,63.0,SC,YSRCP,717924,4953,722877,1650453,0,453015.0
5300,Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",MALE,71.0,GENERAL,CPI,505793,2932,508725,1530014,0,
5143,Tamil Nadu,Tiruvannamalai,ANNADURAI C N,MALE,45.0,GENERAL,DMK,661719,4553,666272,1473862,0,
5818,Tripura,Tripura East,Rebati Tripura,MALE,43.0,ST,BJP,479634,2492,482126,1261861,0,
5801,Tripura,Tripura West,Pratima Bhoumik,FEMALE,50.0,GENERAL,BJP,570021,3511,573532,1352857,0,
2267,Karnataka,Tumkur,G. S. BASAVARAJ,MALE,78.0,GENERAL,BJP,594011,2116,596127,1608545,0,
4124,Meghalaya,Tura ,AGATHA K. SANGMA,FEMALE,38.0,ST,NPEP,304185,270,304455,716990,0,
3088,Madhya Pradesh,UJJAIN,ANIL FIROJIYA,MALE,47.0,SC,BJP,790207,1456,791663,1661229,0,
6624,Uttar Pradesh,UP_Maharajganj,PANKAJ CHOUDHARY,MALE,54.0,GENERAL,BJP,725557,792,726349,1915408,0,
4833,Rajasthan,Udaipur,ARJUNLAL MEENA,MALE,54.0,ST,BJP,867694,3854,871548,2069559,0,
1924,Jammu & Kashmir,Udhampur,DR. JITENDRA SINGH,MALE,62.0,GENERAL,BJP,715406,8905,724311,1685816,0,
2214,Karnataka,Udupi Chikmagalur,SHOBHA KARANDLAJE,FEMALE,52.0,GENERAL,BJP,717482,1434,718916,1513806,0,
859,Bihar,Ujiarpur,Nityanand Rai,MALE,53.0,GENERAL,BJP,542341,1565,543906,1612300,0,
7217,West Bengal,Uluberia,SAJDA AHMED,FEMALE,57.0,GENERAL,AITC,694617,328,694945,1614988,0,
6234,Uttar Pradesh,Unnao,Swami Sakshi Ji Maharaj,MALE,63.0,GENERAL,BJP,702441,1066,703507,2191465,0,
2159,Karnataka,Uttara Kannada,ANANTKUMAR HEGDE,MALE,51.0,GENERAL,BJP,783211,2831,786042,1556599,0,
3025,Madhya Pradesh,VIDISHA,Ramakant Bhargava,MALE,65.0,GENERAL,BJP,850443,2579,853022,1741604,0,
2492,Kerala,Vadakara,K. MURALEEDHARAN,MALE,62.0,GENERAL,INC,525004,1751,526755,1288926,0,
1492,Gujarat,Vadodara,RANJANBEN BHATT,FEMALE,56.0,GENERAL,BJP,880905,2814,883719,1794896,0,
763,Bihar,Vaishali,Veena Devi (W/o Dinesh Prasad Singh),FEMALE,48.0,GENERAL,LJP,566707,1508,568215,1735983,0,
518,Bihar,Valmiki Nagar,BAIDYANATH PRASAD MAHTO,MALE,62.0,GENERAL,JD(U),601227,1433,602660,1665502,0,0.0
1586,Gujarat,Valsad,Dr.K.C.PATEL,MALE,69.0,ST,BJP,770442,1538,771980,1671030,0,
6823,Uttar Pradesh,Varanasi,NARENDRA MODI,MALE,68.0,GENERAL,BJP,673453,1211,674664,1856791,0,
5083,Tamil Nadu,Vellore,D.M.KATHIR ANAND,MALE,43.0,GENERAL,DMK,484980,360,485340,1438643,0,
142,Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),MALE,53.0,GENERAL,TDP,573929,1569,575498,1652994,0,391978.0
5186,Tamil Nadu,Viluppuram,RAVIKUMAR D,MALE,58.0,SC,DMK,556675,2910,559585,1444335,0,
5643,Tamil Nadu,Virudhunagar,"MANICKAM TAGORE, B.",MALE,44.0,GENERAL,INC,464667,6216,470883,1484256,0,
39,Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,MALE,52.0,GENERAL,YSRCP,433968,2938,436906,1829300,0,0.0
23,Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,MALE,57.0,GENERAL,YSRCP,573466,4952,578418,1503980,0,519344.0
8519,NCT OF Delhi,WEST DELHI                    ,PARVESH SAHIB SINGH VERMA,MALE,41.0,GENERAL,BJP,862058,3590,865648,2371644,0,
8276,Telangana,Warangal,DAYAKAR PASUNOORI,MALE,51.0,SC,TRS,612027,471,612498,1666770,0,
3302,Maharashtra,Wardha,Ramdas Chandrabhanji Tadas,MALE,65.0,GENERAL,BJP,575488,2876,578364,1743283,0,
2505,Kerala,Wayanad,Rahul Gandhi,MALE,48.0,GENERAL,INC,705034,1333,706367,1359679,0,
3400,Maharashtra,Yavatmal-Washim,Bhavana Pundlikrao Gawali,FEMALE,46.0,GENERAL,SHS,540104,1994,542098,1916185,0,
8102,Telangana,Zahirabad,B.B.PATIL,MALE,63.0,GENERAL,TRS,434066,178,434244,1498666,0,
